num_hours_pred,add_missing,identifier,num_hidden,num_layers,l2_penalty,pos_cls_ratio,n_mc_smps,,,,test_loss,test_reg_loss,test_acc,test_true_positive,test_auroc,test_aupr,best_model_idx,num_epochs_run
6,True,1022-12hours_34feats_6noise_negsampled-mimic-nh32-nl1-c1e-03-keeprate0.7_0.9_0.9-npred6-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,32,1,0.001,1,1,0.7,0.9,0.9,0.000767624097463,1.44207427631371E-05,0.941730789501423,0,0.88358787939909,0.510374902441326,25,30
12.01,True,1022-12hours_34feats_6noise_negsampled-mimic-nh16-nl2-c1e-03-keeprate0.7_0.9_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,16,2,0.001,1,1,0.7,0.9,0.9,0.000106431564456,6.56031197794373E-06,0.941529426784118,0,0.883826396598656,0.523092669175615,7,12
12.01,True,1022-12hours_34feats_6noise_negsampled-mimic-nh8-nl3-c1e-05-keeprate0.7_0.5_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,8,3,1E-05,1,1,0.7,0.5,0.9,8.40471986668303E-05,3.68339002191547E-06,0.941529426784118,0,0.927259093413597,0.595398361403247,14,19
12.01,True,1022-12hours_34feats_6noise_negsampled-mimic-nh16-nl1-c1e-05-keeprate0.7_0.9_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,16,1,1E-05,1,1,0.7,0.9,0.7,6.86087751844862E-05,3.89400243182622E-06,0.941550704285289,0.000363901018923,0.927984633919687,0.611281056927222,6,11
6,True,1022-12hours_34feats_6noise_negsampled-mimic-nh4-nl1-c1e-05-keeprate0.7_0.7_0.9-npred6-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,4,1,1E-05,1,1,0.7,0.7,0.9,0.000684555522611,5.23313971582293E-06,0.942089174660061,0.006150506512301,0.912493689593131,0.573970518923212,11,16
6,True,1022-12hours_34feats_6noise_negsampled-mimic-nh64-nl2-c1e-05-keeprate0.9_0.9_0.5-npred6-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,64,2,1E-05,1,1,0.9,0.9,0.5,0.000636860067689,2.16675700966449E-05,0.952693159059766,0.270984081041968,0.915369591819736,0.581752473182336,29,30
6,True,1022-12hours_34feats_6noise_negsampled-mimic-nh64-nl2-c1e-03-keeprate0.7_0.9_0.9-npred6-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,64,2,0.001,1,1,0.7,0.9,0.9,0.000750981412678,3.15925348489217E-05,0.941730789501423,0,0.878707375171705,0.505448450548131,10,15
12.01,True,1022-12hours_34feats_6noise_negsampled-mimic-nh16-nl3-c1e-05-keeprate0.5_0.9_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,16,3,1E-05,1,1,0.5,0.9,0.7,9.04378613641057E-05,3.89676036623617E-06,0.941529426784118,0,0.924866902688344,0.595999313095589,20,25
12.01,True,1022-12hours_34feats_6noise_negsampled-mimic-nh4-nl3-c1e-04-keeprate0.5_0.5_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,4,3,0.0001,1,1,0.5,0.5,0.5,0.00010130646909,2.89977839519639E-06,0.941529426784118,0,0.909696099474502,0.549320789954987,29,30
6,True,1022-12hours_34feats_6noise_negsampled-mimic-nh16-nl2-c1e-04-keeprate0.9_0.7_0.7-npred6-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,16,2,0.0001,1,1,0.9,0.7,0.7,0.000756349494241,1.54188497119022E-05,0.941730789501423,0,0.910022855311259,0.570649712330015,20,25
12.01,True,1022-12hours_34feats_6noise_negsampled-mimic-nh8-nl2-c1e-04-keeprate0.9_0.7_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,8,2,0.0001,1,1,0.9,0.7,0.9,9.83486632409508E-05,4.48295632229438E-06,0.941529426784118,0,0.923391368350069,0.589448131447207,17,22
12.01,True,1022-12hours_34feats_6noise_negsampled-mimic-nh16-nl3-c1e-04-keeprate0.9_0.7_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,16,3,0.0001,1,1,0.9,0.7,0.5,9.50337703373007E-05,4.76944796179259E-06,0.941529426784118,0,0.916706436730565,0.576490629349496,13,18
6,True,1022-12hours_34feats_6noise_negsampled-mimic-nh8-nl3-c1e-05-keeprate0.7_0.7_0.7-npred6-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,8,3,1E-05,1,1,0.7,0.7,0.7,0.00077662429452,8.20471467770781E-06,0.941730789501423,0,0.919155957427419,0.581338623898808,19,24
12.01,True,1022-12hours_34feats_6noise_negsampled-mimic-nh16-nl1-c1e-03-keeprate0.5_0.5_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,16,1,0.001,1,1,0.5,0.5,0.7,0.00010166182171,5.15927205837908E-06,0.941529426784118,0,0.893506180149508,0.502809734708302,7,12
6,True,1022-12hours_34feats_6noise_negsampled-mimic-nh64-nl2-c1e-04-keeprate0.5_0.9_0.7-npred6-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,64,2,0.0001,1,1,0.5,0.9,0.7,0.000774872288824,2.03706314173226E-05,0.941730789501423,0,0.909243957616355,0.556512107053619,17,22
12.01,True,1022-12hours_34feats_6noise_negsampled-mimic-nh16-nl2-c1e-04-keeprate0.5_0.9_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,16,2,0.0001,1,1,0.5,0.9,0.9,9.18822042709655E-05,4.95385352729095E-06,0.941529426784118,0,0.920495028742013,0.57471245586125,11,16
6,True,1022-12hours_34feats_6noise_negsampled-mimic-nh64-nl2-c1e-05-keeprate0.7_0.5_0.7-npred6-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,64,2,1E-05,1,1,0.7,0.5,0.7,0.000571003904327,3.25763833884684E-05,0.942995678296616,0.023878437047757,0.905468331403536,0.556954567467187,9,14
12.01,True,1022-12hours_34feats_6noise_negsampled-mimic-nh64-nl2-c1e-03-keeprate0.5_0.5_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise-ManyToOneRNN,64,2,0.001,1,1,0.5,0.5,0.5,0.000101861719139,5.24527618720654E-06,0.941529426784118,0,0.891123035551279,0.509289330499978,12,17
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh32-nl1-c1e-05-keeprate0.7_0.7_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,32,1,1E-05,1,1,0.7,0.7,0.5,6.16136558954598E-05,4.19201996669192E-06,0.941555678481767,0.000363901018923,0.925691693985146,0.613171551270445,18,23
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh4-nl1-c1e-05-keeprate0.9_0.9_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,4,1,1E-05,1,1,0.9,0.9,0.5,0.000100323410588,1.87570130361357E-06,0.945236372920301,0.074599708879185,0.919482557814822,0.594189351581497,5,10
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh16-nl2-c1e-05-keeprate0.5_0.9_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,16,2,1E-05,1,1,0.5,0.9,0.5,8.75170657001532E-05,3.80999217774084E-06,0.94153440279137,0,0.923093420645896,0.593948151110199,12,17
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh4-nl1-c1e-05-keeprate0.9_0.9_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,4,1,1E-05,1,1,0.9,0.9,0.5,8.46417711271046E-05,1.88419705117157E-06,0.942087570741671,0.009461426491994,0.925132196374127,0.605016715182421,19,24
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh32-nl3-c1e-03-keeprate0.9_0.7_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,32,3,0.001,1,1,0.9,0.7,0.7,0.000109413143199,6.5780598144961E-06,0.94153440279137,0,0.891430693458149,0.505446825580107,6,11
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh8-nl3-c1e-03-keeprate0.9_0.7_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,8,3,0.001,1,1,0.9,0.7,0.9,9.96440573935521E-05,4.73147360682881E-06,0.94153440279137,0,0.899175110545193,0.518550609071422,18,23
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh64-nl3-c1e-04-keeprate0.5_0.9_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,64,3,0.0001,1,1,0.5,0.9,0.9,0.000111496313653,4.71185236558146E-06,0.94153440279137,0,0.913114372213757,0.559169607218264,16,21
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh16-nl1-c1e-04-keeprate0.7_0.7_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,16,1,0.0001,1,1,0.7,0.7,0.7,7.54384816781591E-05,6.34881320830456E-06,0.94153440279137,0,0.911566411417904,0.57257901557874,7,12
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh64-nl3-c1e-05-keeprate0.9_0.5_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,64,3,1E-05,1,1,0.9,0.5,0.7,9.36300525380975E-05,5.67549657490562E-06,0.94153440279137,0,0.926949020767964,0.605590778620289,28,30
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh8-nl1-c1e-04-keeprate0.7_0.5_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,8,1,0.0001,1,1,0.7,0.5,0.7,8.08307724021615E-05,5.41602059117545E-06,0.94153440279137,0,0.911766740351401,0.580302638585044,7,12
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh32-nl1-c1e-03-keeprate0.5_0.9_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,32,1,0.001,1,1,0.5,0.9,0.7,9.52336883927644E-05,5.00980080075048E-06,0.94153440279137,0,0.899250318181092,0.518551666995612,12,17
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh8-nl2-c1e-05-keeprate0.5_0.9_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,8,2,1E-05,1,1,0.5,0.9,0.9,8.96892187734329E-05,2.95843183196263E-06,0.94153440279137,0,0.918519853204168,0.574527343402284,29,30
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh4-nl2-c1e-05-keeprate0.7_0.9_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,4,2,1E-05,1,1,0.7,0.9,0.9,8.50331348195323E-05,2.71370538430252E-06,0.94153440279137,0,0.921528795923282,0.586344626489429,5,10
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh32-nl1-c1e-04-keeprate0.5_0.7_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,32,1,0.0001,1,1,0.5,0.7,0.5,6.05710226555831E-05,8.29676543574256E-06,0.94153440279137,0,0.903858113895772,0.549234657531273,4,9
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh32-nl1-c1e-03-keeprate0.5_0.7_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,32,1,0.001,1,1,0.5,0.7,0.5,9.42238959567855E-05,4.29783803164335E-06,0.94153440279137,0,0.896360304834162,0.5189737617151,11,16
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh16-nl1-c1e-05-keeprate0.7_0.9_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,16,1,1E-05,1,1,0.7,0.9,0.9,7.30326990145773E-05,4.37774803910862E-06,0.94153440279137,0,0.926422217838811,0.609782833298709,8,13
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh4-nl1-c1e-05-keeprate0.9_0.9_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,4,1,1E-05,1,1,0.9,0.9,0.9,7.11999529619023E-05,2.4325043162273E-06,0.94153440279137,0,0.928200192628908,0.60790124660232,29,30
12.01,True,1023-12hours_34feats_6noise_negsampled-mimic-nh64-nl1-c1e-05-keeprate0.5_0.9_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features_6noise_new-ManyToOneRNN,64,1,1E-05,1,1,0.5,0.9,0.7,6.29229695586089E-05,6.68125460028367E-06,0.94153440279137,0,0.91971637906201,0.596165683887625,8,13
12.01,True,1024-12hours_34feats_negsampled-mimic-nh4-nl2-c1e-05-keeprate0.9_0.9_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,4,2,1E-05,1,1,0.9,0.9,0.5,9.00392997895779E-05,2.14360521308013E-06,0.941529426784118,0,0.919983951348284,0.581433915514341,8,13
12.01,True,1024-12hours_34feats_negsampled-mimic-nh16-nl2-c1e-05-keeprate0.5_0.9_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,16,2,1E-05,1,1,0.5,0.9,0.5,9.35159848933284E-05,3.60545134984903E-06,0.941529426784118,0,0.92351602398046,0.595901844214399,10,15
12.01,True,1024-12hours_34feats_negsampled-mimic-nh32-nl3-c1e-03-keeprate0.9_0.5_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,32,3,0.001,1,1,0.9,0.5,0.7,0.000105416997252,5.81983245894431E-06,0.941529426784118,0,0.894932639248678,0.506959397380032,16,21
12.01,True,1024-12hours_34feats_negsampled-mimic-nh4-nl1-c1e-05-keeprate0.9_0.9_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,4,1,1E-05,1,1,0.9,0.9,0.5,8.44666193216365E-05,1.86754417853312E-06,0.942125196816886,0.01018922852984,0.926885459584372,0.611141170110455,25,30
12.01,True,1024-12hours_34feats_negsampled-mimic-nh8-nl1-c1e-03-keeprate0.5_0.7_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,8,1,0.001,1,1,0.5,0.7,0.7,8.61420991800685E-05,4.64746965065835E-06,0.941529426784118,0,0.906028363720096,0.527876920058311,13,18
12.01,True,1024-12hours_34feats_negsampled-mimic-nh4-nl1-c1e-04-keeprate0.5_0.9_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,4,1,0.0001,1,1,0.5,0.9,0.7,7.75210865568321E-05,3.65107691669393E-06,0.941529426784118,0,0.92068786749891,0.583028835934465,15,20
12.01,True,1024-12hours_34feats_negsampled-mimic-nh16-nl2-c1e-04-keeprate0.9_0.7_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,16,2,0.0001,1,1,0.9,0.7,0.9,9.20701322086985E-05,6.62093340892286E-06,0.941529426784118,0,0.918693467873914,0.583935071047913,7,12
12.01,True,1024-12hours_34feats_negsampled-mimic-nh16-nl1-c1e-04-keeprate0.5_0.5_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,16,1,0.0001,1,1,0.5,0.5,0.9,7.89927076756012E-05,6.54334583068414E-06,0.941529426784118,0,0.918260187172592,0.581457699444999,10,15
12.01,True,1024-12hours_34feats_negsampled-mimic-nh16-nl1-c1e-04-keeprate0.7_0.7_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,16,1,0.0001,1,1,0.7,0.7,0.7,7.88802060418034E-05,7.40480304340876E-06,0.941529426784118,0,0.914797235174631,0.585286986670624,4,9
12.01,True,1024-12hours_34feats_negsampled-mimic-nh32-nl1-c1e-04-keeprate0.7_0.7_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,32,1,0.0001,1,1,0.7,0.7,0.5,7.08769647765761E-05,1.4290383588227E-05,0.941699646793481,0.002911208151383,0.899761223365324,0.552224461069737,0,5
12.01,True,1024-12hours_34feats_negsampled-mimic-nh32-nl2-c1e-03-keeprate0.5_0.7_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,32,2,0.001,1,1,0.5,0.7,0.7,0.000105111310324,4.14433002117134E-06,0.941529426784118,0,0.89861385373235,0.522692807405626,17,22
12.01,True,1024-12hours_34feats_negsampled-mimic-nh4-nl3-c1e-04-keeprate0.5_0.7_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,4,3,0.0001,1,1,0.5,0.7,0.5,0.000106312621992,3.01809216450368E-06,0.941529426784118,0,0.911030177057377,0.54881115297879,20,25
12.01,True,1024-12hours_34feats_negsampled-mimic-nh32-nl3-c1e-04-keeprate0.7_0.5_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,32,3,0.0001,1,1,0.7,0.5,0.5,9.8604461772036E-05,4.90727538745555E-06,0.941529426784118,0,0.915928584939021,0.568426960284966,19,24
12.01,True,1024-12hours_34feats_negsampled-mimic-nh32-nl1-c1e-05-keeprate0.9_0.7_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,32,1,1E-05,1,1,0.9,0.7,0.9,8.25412694736618E-05,5.00585606676482E-06,0.941550704285289,0.000363901018923,0.927862293275438,0.609923319336506,12,17
12.01,True,1024-12hours_34feats_negsampled-mimic-nh16-nl2-c1e-04-keeprate0.9_0.9_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,16,2,0.0001,1,1,0.9,0.9,0.7,9.54782024715204E-05,4.7418700035898E-06,0.941529426784118,0,0.920993108495958,0.590797819544316,21,26
12.01,True,1024-12hours_34feats_negsampled-mimic-nh8-nl2-c1e-03-keeprate0.9_0.9_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,8,2,0.001,1,1,0.9,0.9,0.9,0.000103607288779,5.21955117287617E-06,0.941529426784118,0,0.902444300528787,0.541854604761972,10,15
12.01,True,1024-12hours_34feats_negsampled-mimic-nh32-nl1-c1e-04-keeprate0.7_0.5_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,32,1,0.0001,1,1,0.7,0.5,0.7,8.43081325854575E-05,6.39855935578308E-06,0.941529426784118,0,0.917349192838757,0.586382502400914,29,30
12.01,True,1024-12hours_34feats_negsampled-mimic-nh8-nl3-c1e-05-keeprate0.7_0.7_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,8,3,1E-05,1,1,0.7,0.7,0.9,9.26853222121318E-05,3.06270417890378E-06,0.941529426784118,0,0.930636699314962,0.600918299197296,23,28
12.01,True,1024-12hours_34feats_negsampled-mimic-nh4-nl2-c1e-03-keeprate0.7_0.9_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,4,2,0.001,1,1,0.7,0.9,0.7,0.000104324007983,4.97896505135392E-06,0.941529426784118,0,0.899594256531715,0.531962170246301,16,21
12.01,True,1024-12hours_34feats_negsampled-mimic-nh64-nl3-c1e-05-keeprate0.9_0.9_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,64,3,1E-05,1,1,0.9,0.9,0.9,9.39194337811296E-05,7.05678452042833E-06,0.941529426784118,0,0.932485324714841,0.611812853079561,17,22
12.01,True,1024-12hours_34feats_negsampled-mimic-nh16-nl2-c1e-03-keeprate0.7_0.9_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,16,2,0.001,1,1,0.7,0.9,0.7,9.97821574624769E-05,5.2067380960262E-06,0.941529426784118,0,0.901457614783016,0.5315864848252,10,15
12.01,True,1024-12hours_34feats_negsampled-mimic-nh64-nl3-c1e-04-keeprate0.9_0.9_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,64,3,0.0001,1,1,0.9,0.9,0.9,9.13192671750019E-05,4.93692572317308E-06,0.941529426784118,0,0.922724845599059,0.587322185066022,20,25
12.01,True,1024-12hours_34feats_negsampled-mimic-nh16-nl1-c1e-03-keeprate0.7_0.7_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,16,1,0.001,1,1,0.7,0.7,0.7,0.000102947384175,6.77100476986241E-06,0.941529426784118,0,0.883820014967228,0.487840120356891,2,7
12.01,True,1024-12hours_34feats_negsampled-mimic-nh32-nl2-c1e-04-keeprate0.9_0.7_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,32,2,0.0001,1,1,0.9,0.7,0.5,9.4640148519665E-05,4.44583692735741E-06,0.941529426784118,0,0.91912154294032,0.583692832397154,16,21
12.01,True,1024-12hours_34feats_negsampled-mimic-nh16-nl2-c1e-03-keeprate0.5_0.7_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,16,2,0.001,1,1,0.5,0.7,0.7,0.000105071822023,4.12855389720154E-06,0.941529426784118,0,0.895131460785039,0.523283390310336,13,18
12.01,True,1024-12hours_34feats_negsampled-mimic-nh4-nl2-c1e-04-keeprate0.9_0.9_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,4,2,0.0001,1,1,0.9,0.9,0.7,9.77536805079184E-05,3.42484799191533E-06,0.941529426784118,0,0.921465908436747,0.58645630237847,18,23
12.01,True,1024-12hours_34feats_negsampled-mimic-nh4-nl2-c1e-05-keeprate0.7_0.9_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,4,2,1E-05,1,1,0.7,0.9,0.7,7.66488360909259E-05,2.48381282232465E-06,0.941529426784118,0,0.924700671880525,0.594220699498971,10,15
12.01,True,1024-12hours_34feats_negsampled-mimic-nh64-nl1-c1e-04-keeprate0.9_0.9_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,64,1,0.0001,1,1,0.9,0.9,0.9,8.61623350948113E-05,7.58135011271825E-06,0.941529426784118,0,0.921018807720458,0.593559366371541,14,19
12.01,True,1024-12hours_34feats_negsampled-mimic-nh4-nl2-c1e-04-keeprate0.5_0.7_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,4,2,0.0001,1,1,0.5,0.7,0.7,9.133687948204E-05,4.50553026952086E-06,0.941529426784118,0,0.912262695416903,0.554750440445514,5,10
12.01,True,1024-12hours_34feats_negsampled-mimic-nh16-nl3-c1e-04-keeprate0.7_0.5_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,16,3,0.0001,1,1,0.7,0.5,0.5,0.000111150394395,4.74926145259468E-06,0.941529426784118,0,0.914791897959687,0.562807420689927,11,16
12.01,True,1024-12hours_34feats_negsampled-mimic-nh64-nl3-c1e-03-keeprate0.7_0.7_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,64,3,0.001,1,1,0.7,0.7,0.7,0.000106268726058,5.94108086448932E-06,0.941529426784118,0,0.895435221506756,0.506442479502484,10,15
12.01,True,1024-12hours_34feats_negsampled-mimic-nh16-nl3-c1e-03-keeprate0.7_0.5_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,16,3,0.001,1,1,0.7,0.5,0.7,0.000107052455922,6.37984051117821E-06,0.941529426784118,0,0.884448104014013,0.496849377507358,4,9
12.01,True,1024-12hours_34feats_negsampled-mimic-nh32-nl1-c1e-03-keeprate0.5_0.7_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,32,1,0.001,1,1,0.5,0.7,0.9,0.000104624223594,4.6677139055516E-06,0.941529426784118,0,0.90145599881578,0.51380823015338,11,16
12.01,True,1024-12hours_34feats_negsampled-mimic-nh4-nl3-c1e-05-keeprate0.5_0.7_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,4,3,1E-05,1,1,0.5,0.7,0.7,8.52959816923865E-05,2.07902150346883E-06,0.941529426784118,0,0.919228056974153,0.567510239540462,7,12
12.01,True,1024-12hours_34feats_negsampled-mimic-nh4-nl2-c1e-04-keeprate0.7_0.5_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,4,2,0.0001,1,1,0.7,0.5,0.9,0.000102109977351,4.17581020248315E-06,0.941529426784118,0,0.918314237781561,0.575935251524564,13,18
12.01,True,1024-12hours_34feats_negsampled-mimic-nh64-nl3-c1e-04-keeprate0.5_0.5_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,64,3,0.0001,1,1,0.5,0.5,0.5,0.000107360323436,5.72449200609255E-06,0.941529426784118,0,0.914531233809488,0.556591975343697,14,19
12.01,True,1024-12hours_34feats_negsampled-mimic-nh8-nl1-c1e-04-keeprate0.7_0.7_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,8,1,0.0001,1,1,0.7,0.7,0.9,8.9071364881106E-05,4.4060464475363E-06,0.941529426784118,0,0.923232177073825,0.597372237534346,20,25
12.01,True,1024-12hours_34feats_negsampled-mimic-nh32-nl2-c1e-03-keeprate0.7_0.9_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,32,2,0.001,1,1,0.7,0.9,0.7,0.000107217602809,5.38146871674274E-06,0.941529426784118,0,0.905668973429058,0.537691252273525,12,17
12.01,True,1024-12hours_34feats_negsampled-mimic-nh64-nl2-c1e-04-keeprate0.7_0.5_0.9-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,64,2,0.0001,1,1,0.7,0.5,0.9,9.93153832567804E-05,9.55989872593255E-06,0.941529426784118,0,0.917839085847745,0.579151901550478,7,12
12.01,True,1024-12hours_34feats_negsampled-mimic-nh16-nl1-c1e-04-keeprate0.5_0.7_0.5-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,16,1,0.0001,1,1,0.5,0.7,0.5,0.00010051479869,7.7618335905884E-06,0.947487127111792,0.134279475982533,0.901238920550334,0.553474168867137,1,6
12.01,True,1024-12hours_34feats_negsampled-mimic-nh16-nl3-c1e-04-keeprate0.9_0.7_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,16,3,0.0001,1,1,0.9,0.7,0.7,9.2920973783473E-05,4.58334328695422E-06,0.941529426784118,0,0.922516291252395,0.586502597280102,24,29
12.01,True,1024-12hours_34feats_negsampled-mimic-nh4-nl3-c1e-04-keeprate0.5_0.7_0.7-npred12-miss1-n_mc_1-MIMIC_window-mingie_34features-ManyToOneRNN,4,3,0.0001,1,1,0.5,0.7,0.7,0.000103547497188,4.03565493234921E-06,0.941529426784118,0,0.913546529987911,0.556079258378899,13,18
